time,high,low,close,volume
1676568600,412.59,411.86,412.45,6816
1676568900,412.69,412.4,412.525,6788
1676569200,412.71,412.43,412.71,5901
1676569500,412.82,412.66,412.675,8994
1676569800,412.73,412.3,412.44,10784
1676570100,412.455,412.005,412.12,19938
1676570400,412.635,411.795,412.08,10747
1676570700,412.4,412.05,412.38,4724
1676571000,412.37,412.155,412.16,5543
1676571300,412.03,411.62,411.86,7732
1676571600,411.95,411.405,411.77,10641
1676571900,411.85,411.405,411.43,10424
1676572200,411.78,411.31,411.78,12863
1676572500,412.2,411.835,412.075,9488
1676572800,412.29,411.915,412.235,15050
1676573100,412.4,411.97,412.19,6754
1676573400,412.2,411.87,412.12,5954
1676573700,412.17,412.0,412.14,4026
1676574000,412.57,412.26,412.57,6995
1676574300,412.57,412.23,412.31,6215
1676574600,412.47,412.225,412.33,10505
1676574900,412.58,412.18,412.42,8935
1676575200,412.395,411.93,412.385,14315
1676575500,412.7,412.43,412.56,9532
1676575800,412.72,412.555,412.68,6542
1676576100,412.91,412.62,412.76,13326
1676576400,412.66,412.23,412.365,11484
1676576700,412.43,412.25,412.33,18130
1676577000,412.39,412.18,412.35,8531
1676577300,412.47,412.17,412.17,9302
1676577600,412.285,411.575,411.6,13669
1676577900,411.735,410.86,411.32,30930
1676578200,411.48,410.95,410.95,15745
1676578500,410.95,410.125,410.215,35480
1676578800,410.29,409.6,409.95,46874
1676579100,410.23,409.35,409.35,30361
1676579400,409.39,408.69,408.94,50748
1676579700,409.52,408.8,409.045,31434
1676580000,409.12,408.345,409.01,27529
1676580300,409.155,408.53,409.07,34922
1676580600,409.49,408.67,408.905,67642
1676580900,409.02,408.2,408.27,89873
1676581500,408.21,408.14,408.14,1000
1676581800,408.19,408.09,408.09,1000
1676582400,407.92,407.92,407.92,500
1676583000,408.12,408.12,408.12,100
1676583300,408.16,408.11,408.11,300
1676583900,408.23,408.23,408.23,300
1676584200,408.27,408.14,408.14,300
1676584500,408.13,408.06,408.06,600
1676643000,406.33,406.33,406.33,500
1676643900,406.18,406.13,406.13,873
1676644200,406.635,405.66,406.635,26076
1676644500,406.73,405.73,405.75,31631
1676644800,405.96,405.41,405.41,15663
1676645100,405.42,404.86,405.03,18849
1676645400,405.02,404.28,404.46,11904
1676645700,404.76,404.19,404.76,18740
1676646000,405.64,404.72,405.57,23084
1676646300,405.71,405.29,405.395,16155
1676646600,406.03,405.14,405.69,15515
1676646900,406.69,405.53,406.54,20067
1676647200,406.99,406.03,406.03,17957
1676647500,406.225,405.84,405.89,10684
