time,k,path,size_mb,delta_mb,type,desc,rss_gb,vms_gb,sys_mem_percent
2026-05-09 17:51:54,26,l:histories['g_mcts_children'],2.8062,0.1407,list,list len=27,0.4394,3.0917,40.1
2026-05-09 17:51:54,26,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,1.6913,0.0339,dict,dict len=20322,0.4394,3.0917,40.1
2026-05-09 17:51:54,26,l:G._MCTS_CHILDREN,1.6571,0.0125,dict,dict len=3873,0.4394,3.0917,40.1
2026-05-09 17:51:54,26,l:initialization_kwargs,1.3588,0.0,dict,dict len=15,0.4394,3.0917,40.1
2026-05-09 17:51:54,26,l:initialization_kwargs['grmr_prior'],1.3571,0.0,Grammar,Grammar,0.4394,3.0917,40.1
2026-05-09 17:52:19,27,l:last_X,38.9966,0.0,Population,Population,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:X,38.9966,0.0,Population,Population,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:G,5.0552,0.0416,Grammar,Grammar,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:histories,3.2798,0.1555,dict,dict len=37,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:histories['g_mcts_children'],2.9469,0.1407,list,list len=28,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,1.7127,0.0214,dict,dict len=20708,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:G._MCTS_CHILDREN,1.6701,0.0129,dict,dict len=3906,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:initialization_kwargs,1.3588,0.0,dict,dict len=15,0.426,3.0789,39.9
2026-05-09 17:52:19,27,l:initialization_kwargs['grmr_prior'],1.3571,0.0,Grammar,Grammar,0.426,3.0789,39.9
2026-05-09 17:52:41,28,l:last_X,38.9966,0.0,Population,Population,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:X,38.9966,0.0,Population,Population,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:G,5.0756,0.0204,Grammar,Grammar,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:histories,3.4353,0.1555,dict,dict len=37,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:histories['g_mcts_children'],3.0876,0.1407,list,list len=29,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,1.7221,0.0094,dict,dict len=20877,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:G._MCTS_CHILDREN,1.672,0.002,dict,dict len=3911,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:initialization_kwargs,1.3588,0.0,dict,dict len=15,0.4267,3.0789,40.0
2026-05-09 17:52:41,28,l:initialization_kwargs['grmr_prior'],1.3571,0.0,Grammar,Grammar,0.4267,3.0789,40.0
2026-05-09 17:53:32,29,l:last_X,38.9966,0.0,Population,Population,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:X,38.9966,0.0,Population,Population,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:G,5.1252,0.0496,Grammar,Grammar,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:histories,3.5908,0.1555,dict,dict len=37,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:histories['g_mcts_children'],3.2283,0.1407,list,list len=30,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,1.7577,0.0356,dict,dict len=21518,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:G._MCTS_CHILDREN,1.683,0.011,dict,dict len=3939,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:initialization_kwargs,1.3588,0.0,dict,dict len=15,0.43,3.0828,40.0
2026-05-09 17:53:32,29,l:initialization_kwargs['grmr_prior'],1.3571,0.0,Grammar,Grammar,0.43,3.0828,40.0
2026-05-09 17:53:54,30,l:last_X,38.9966,0.0,Population,Population,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:X,38.9966,0.0,Population,Population,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:G,5.1608,0.0356,Grammar,Grammar,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:histories,3.7463,0.1555,dict,dict len=37,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:histories['g_mcts_children'],3.3691,0.1407,list,list len=31,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,1.7713,0.0136,dict,dict len=21763,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:G._MCTS_CHILDREN,1.6943,0.0114,dict,dict len=3968,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:initialization_kwargs,1.3588,0.0,dict,dict len=15,0.4306,3.0828,40.0
2026-05-09 17:53:54,30,l:initialization_kwargs['grmr_prior'],1.3571,0.0,Grammar,Grammar,0.4306,3.0828,40.0
2026-05-09 17:54:18,31,l:last_X,38.9966,0.0,Population,Population,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:X,38.9966,0.0,Population,Population,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:G,5.881,0.7202,Grammar,Grammar,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:histories,3.9019,0.1556,dict,dict len=37,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:histories['g_mcts_children'],3.5098,0.1407,list,list len=32,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.4709,0.6996,dict,dict len=22087,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:G._MCTS_CHILDREN,1.703,0.0086,dict,dict len=3990,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:initialization_kwargs,1.3588,0.0,dict,dict len=15,0.4461,3.0985,40.3
2026-05-09 17:54:18,31,l:initialization_kwargs['grmr_prior'],1.3571,0.0,Grammar,Grammar,0.4461,3.0985,40.3
2026-05-09 17:54:27,32,l:last_X,38.9953,-0.0013,Population,Population,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:X,38.9953,-0.0013,Population,Population,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:G,5.8907,0.0097,Grammar,Grammar,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:histories,4.0589,0.157,dict,dict len=37,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:histories['g_mcts_children'],3.6505,0.1408,list,list len=33,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.4761,0.0051,dict,dict len=22180,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:initialization_kwargs,2.0462,0.6875,dict,dict len=15,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:initialization_kwargs['grmr_prior'],2.0446,0.6875,Grammar,Grammar,0.4335,3.0867,40.1
2026-05-09 17:54:27,32,l:G._MCTS_CHILDREN,1.7065,0.0035,dict,dict len=3999,0.4335,3.0867,40.1
2026-05-09 17:54:50,33,l:last_X,38.9966,0.0013,Population,Population,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:X,38.9966,0.0013,Population,Population,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:G,5.923,0.0323,Grammar,Grammar,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:histories,4.2146,0.1557,dict,dict len=37,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:histories['g_mcts_children'],3.7912,0.1407,list,list len=34,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.4865,0.0104,dict,dict len=22368,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4344,3.0867,40.0
2026-05-09 17:54:50,33,l:G._MCTS_CHILDREN,1.7143,0.0078,dict,dict len=4019,0.4344,3.0867,40.0
2026-05-09 17:55:10,34,l:last_X,38.9966,0.0,Population,Population,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:X,38.9966,0.0,Population,Population,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:G,5.9494,0.0264,Grammar,Grammar,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:histories,4.37,0.1554,dict,dict len=37,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:histories['g_mcts_children'],3.932,0.1407,list,list len=35,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.4969,0.0104,dict,dict len=22557,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4616,3.1149,40.4
2026-05-09 17:55:10,34,l:G._MCTS_CHILDREN,1.7245,0.0102,dict,dict len=4045,0.4616,3.1149,40.4
2026-05-09 17:55:43,35,l:last_X,38.9966,0.0,Population,Population,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:X,38.9966,0.0,Population,Population,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:G,5.9985,0.0491,Grammar,Grammar,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:histories,4.5255,0.1555,dict,dict len=37,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:histories['g_mcts_children'],4.0727,0.1407,list,list len=36,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.521,0.0241,dict,dict len=22993,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4492,3.1018,40.3
2026-05-09 17:55:43,35,l:G._MCTS_CHILDREN,1.7425,0.018,dict,dict len=4091,0.4492,3.1018,40.3
2026-05-09 17:56:25,36,l:last_X,38.9966,0.0,Population,Population,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:X,38.9966,0.0,Population,Population,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:G,6.0869,0.0885,Grammar,Grammar,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:histories,4.6809,0.1554,dict,dict len=37,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:histories['g_mcts_children'],4.2134,0.1407,list,list len=37,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.5552,0.0342,dict,dict len=23611,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4651,3.1185,40.5
2026-05-09 17:56:25,36,l:G._MCTS_CHILDREN,1.7726,0.0301,dict,dict len=4168,0.4651,3.1185,40.5
2026-05-09 17:56:46,37,l:last_X,38.9966,0.0,Population,Population,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:X,38.9966,0.0,Population,Population,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:G,6.1119,0.025,Grammar,Grammar,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:histories,4.8364,0.1555,dict,dict len=37,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:histories['g_mcts_children'],4.3541,0.1407,list,list len=38,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.568,0.0128,dict,dict len=23843,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.466,3.1185,40.5
2026-05-09 17:56:46,37,l:G._MCTS_CHILDREN,1.7801,0.0074,dict,dict len=4187,0.466,3.1185,40.5
2026-05-09 17:57:21,38,l:last_X,38.9966,0.0,Population,Population,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:X,38.9966,0.0,Population,Population,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:G,6.1805,0.0686,Grammar,Grammar,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:histories,4.9918,0.1554,dict,dict len=37,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:histories['g_mcts_children'],4.4948,0.1407,list,list len=39,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.5971,0.0291,dict,dict len=24370,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4669,3.1195,40.5
2026-05-09 17:57:21,38,l:G._MCTS_CHILDREN,1.7985,0.0184,dict,dict len=4234,0.4669,3.1195,40.5
2026-05-09 17:57:43,39,l:last_X,38.9966,0.0,Population,Population,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:X,38.9966,0.0,Population,Population,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:G,6.1958,0.0153,Grammar,Grammar,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:histories,5.1474,0.1555,dict,dict len=37,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:histories['g_mcts_children'],4.6355,0.1407,list,list len=40,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.6035,0.0064,dict,dict len=24485,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4694,3.1224,40.6
2026-05-09 17:57:43,39,l:G._MCTS_CHILDREN,1.8055,0.007,dict,dict len=4252,0.4694,3.1224,40.6
2026-05-09 17:57:57,40,l:last_X,38.9953,-0.0014,Population,Population,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:X,38.9953,-0.0014,Population,Population,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:G,6.2324,0.0366,Grammar,Grammar,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:histories,5.3054,0.1581,dict,dict len=37,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:histories['g_mcts_children'],4.7763,0.1408,list,list len=41,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.6183,0.0148,dict,dict len=24753,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4557,3.1086,40.4
2026-05-09 17:57:57,40,l:G._MCTS_CHILDREN,1.8228,0.0172,dict,dict len=4296,0.4557,3.1086,40.4
2026-05-09 17:58:24,41,l:last_X,38.9966,0.0014,Population,Population,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:X,38.9966,0.0014,Population,Population,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:G,6.2813,0.049,Grammar,Grammar,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:histories,5.4611,0.1556,dict,dict len=37,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:histories['g_mcts_children'],4.917,0.1407,list,list len=42,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.6402,0.0219,dict,dict len=25150,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4613,3.1139,40.4
2026-05-09 17:58:24,41,l:G._MCTS_CHILDREN,1.84,0.0172,dict,dict len=4340,0.4613,3.1139,40.4
2026-05-09 17:58:47,42,l:last_X,38.9966,0.0,Population,Population,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:X,38.9966,0.0,Population,Population,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:G,6.3041,0.0228,Grammar,Grammar,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:histories,5.6165,0.1554,dict,dict len=37,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:histories['g_mcts_children'],5.0577,0.1407,list,list len=43,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.6533,0.0131,dict,dict len=25387,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4724,3.1253,40.6
2026-05-09 17:58:47,42,l:G._MCTS_CHILDREN,1.8474,0.0074,dict,dict len=4359,0.4724,3.1253,40.6
2026-05-09 17:59:25,43,l:last_X,38.9966,0.0,Population,Population,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:X,38.9966,0.0,Population,Population,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:G,6.3383,0.0341,Grammar,Grammar,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:histories,5.7719,0.1554,dict,dict len=37,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:histories['g_mcts_children'],5.1984,0.1407,list,list len=44,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.6773,0.0239,dict,dict len=25820,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4637,3.1168,40.5
2026-05-09 17:59:25,43,l:G._MCTS_CHILDREN,1.8541,0.0067,dict,dict len=4376,0.4637,3.1168,40.5
2026-05-09 17:59:48,44,l:last_X,38.9966,0.0,Population,Population,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:X,38.9966,0.0,Population,Population,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:G,6.3572,0.019,Grammar,Grammar,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:histories,5.9275,0.1556,dict,dict len=37,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:histories['g_mcts_children'],5.3391,0.1407,list,list len=45,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.684,0.0067,dict,dict len=25941,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:initialization_kwargs,2.0462,-0.0,dict,dict len=15,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4652,3.1178,40.5
2026-05-09 17:59:48,44,l:G._MCTS_CHILDREN,1.858,0.0039,dict,dict len=4386,0.4652,3.1178,40.5
2026-05-09 17:59:58,45,l:last_X,38.9953,-0.0013,Population,Population,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:X,38.9953,-0.0013,Population,Population,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:G,6.3791,0.0218,Grammar,Grammar,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:histories,6.0825,0.155,dict,dict len=37,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:histories['g_mcts_children'],5.4798,0.1407,list,list len=46,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.6895,0.0056,dict,dict len=26042,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4799,3.1325,40.6
2026-05-09 17:59:58,45,l:G._MCTS_CHILDREN,1.8666,0.0086,dict,dict len=4408,0.4799,3.1325,40.6
2026-05-09 18:00:27,46,l:last_X,38.9966,0.0013,Population,Population,0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:X,38.9966,0.0013,Population,Population,0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:last_X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:X._X_inst,38.2046,0.0,ndarray,"ndarray shape=(100151, 100) dtype=float32",0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:G,6.4343,0.0552,Grammar,Grammar,0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:histories,6.238,0.1555,dict,dict len=37,0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:histories['g_mcts_children'],5.6206,0.1407,list,list len=47,0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:G._MCTS_ALPHA_EDGE_EXPLORE_COUNT,2.716,0.0265,dict,dict len=26521,0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:initialization_kwargs,2.0462,0.0,dict,dict len=15,0.4822,3.1354,40.7
2026-05-09 18:00:27,46,l:initialization_kwargs['grmr_prior'],2.0446,0.0,Grammar,Grammar,0.4822,3.1354,40.7
