time,pid,rss_gb,vms_gb,child_count,child_rss_gb,system_mem_percent,swap_percent,threads,fds,open_files,disk_free_gb,gpu_used_mb,gpu_total_mb,gpu_util_percent,tmp_files__tmp,tmp_gb__tmp,tmp_files_._tmp,tmp_gb_._tmp,tmp_files_._streamlit_tmp,tmp_gb_._streamlit_tmp
2026-05-08 13:17:34,18016,1.2452,2.8702,0,0.0,93.7,100.0,14,11,4,905.2863,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:17:39,18016,1.2764,2.9015,0,0.0,94.8,100.0,14,11,4,905.2918,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:17:44,18016,1.3077,2.9327,0,0.0,95.7,100.0,14,11,4,905.285,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:17:49,18016,1.2757,2.9007,0,0.0,94.9,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:17:54,18016,1.3835,3.0093,0,0.0,97.9,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:01,18016,1.444,3.0737,0,0.0,98.1,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:06,18016,1.4459,3.0786,0,0.0,98.3,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:11,18016,1.4442,3.0796,0,0.0,98.3,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:17,18016,1.4474,3.0806,0,0.0,98.5,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:23,18016,1.4465,3.0816,0,0.0,98.4,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:28,18016,1.4478,3.0835,0,0.0,98.4,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:34,18016,1.4492,3.0855,0,0.0,98.3,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:40,18016,1.4501,3.0864,0,0.0,94.7,100.0,14,10,3,905.2846,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:45,18016,1.3209,2.9454,0,0.0,94.3,100.0,14,10,3,905.2843,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:50,18016,1.303,2.9271,0,0.0,93.8,100.0,14,11,4,905.2941,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:18:55,18016,1.3499,2.974,0,0.0,95.2,100.0,14,11,4,905.2875,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:19:01,18016,1.2766,2.9006,0,0.0,93.4,100.0,14,10,3,905.282,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:19:06,18016,1.4013,3.0242,0,0.0,96.9,100.0,14,10,3,905.282,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:19:12,18016,1.5115,3.1473,0,0.0,99.3,100.0,14,10,3,905.282,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:19:22,18016,1.5517,3.157,0,0.0,99.1,100.0,14,10,3,905.282,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:21:23,18016,1.5634,3.2061,0,0.0,98.7,100.0,14,10,3,905.282,0.0,4096.0,0.0,135,0.0,0,0.0,0,0.0
2026-05-08 13:21:30,18016,1.5282,3.1697,0,0.0,98.9,100.0,14,10,3,905.282,0.0,4096.0,0.0,136,0.0,0,0.0,0,0.0
